Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Jake Allen,29,STL,24,21,12,6,3,48,655,607,.927,2.15,2,4.9,1339,14,.667,2,81,11.23,0,0,0,0,allenja01,2019-2020,2020
Frederik Andersen,30,TOR,52,52,29,13,7,143,1577,1434,.909,2.85,3,8.9,3007,27,.519,8,100,-0.40,0,0,0,0,anderfr01,2019-2020,2020
Craig Anderson,38,OTT,34,31,11,17,2,100,1018,918,.902,3.25,0,4.9,1845,14,.452,7,109,-7.95,0,1,1,0,andercr01,2019-2020,2020
David Ayres,42,CAR,1,0,1,0,0,2,10,8,.800,4.18,0,-0.1,29,0,,0,,,0,0,0,0,ayresda01,2019-2020,2020
Jonathan Bernier,31,DET,46,41,15,22,3,126,1353,1227,.907,2.95,1,7.2,2566,17,.415,5,103,-3.66,0,3,3,4,bernijo01,2019-2020,2020
Antoine Bibeau,25,COL,2,1,1,0,0,5,42,37,.881,3.27,0,0.1,92,0,.000,0,,,0,0,0,0,bibeaan01,2019-2020,2020
Jordan Binnington,26,STL,50,50,30,13,7,126,1430,1304,.912,2.56,3,8.4,2948,28,.560,5,97,3.30,0,1,1,4,binnijo01,2019-2020,2020
Ben Bishop,33,DAL,44,43,21,16,4,103,1286,1183,.920,2.50,2,8.7,2474,27,.628,5,89,13.28,0,2,2,2,bishobe01,2019-2020,2020
Mackenzie Blackwood,23,NJD,47,43,22,14,8,124,1452,1328,.915,2.77,3,9.0,2684,22,.512,6,94,7.29,0,1,1,0,blackma01,2019-2020,2020
Sergei Bobrovsky,31,FLA,50,48,23,19,6,151,1505,1354,.900,3.23,1,6.9,2806,20,.417,10,111,-14.91,0,0,0,0,bobrose01,2019-2020,2020
Laurent Brossoit,26,WPG,19,15,6,7,1,54,512,458,.895,3.28,0,2.1,988,7,.467,1,117,-7.70,0,0,0,0,brossla01,2019-2020,2020
Jack Campbell,28,LAK,20,20,8,10,2,57,572,515,.900,2.85,0,2.7,1202,7,.350,4,110,-5.28,0,0,0,0,campbja01,2019-2020,2020
Jack Campbell,28,TOR,6,6,3,2,1,16,189,173,.915,2.63,0,1.2,365,4,.667,0,,,0,0,0,0,campbja01,2019-2020,2020
Eric Comrie,24,DET,3,2,0,2,0,9,66,57,.864,4.28,0,0.0,126,0,.000,1,,,0,0,0,0,comrier01,2019-2020,2020
Corey Crawford,35,CHI,40,39,16,20,3,108,1294,1186,.917,2.77,1,8.3,2340,25,.641,3,92,9.01,0,0,0,0,crawfco01,2019-2020,2020
Oscar Dansk,25,VEG,1,1,0,1,0,6,37,31,.838,6.00,0,-0.1,60,0,.000,1,,,0,0,0,0,danskos01,2019-2020,2020
Aaron Dell,30,SJS,33,30,12,15,3,92,986,894,.907,3.01,0,5.3,1834,15,.500,5,103,-2.84,0,0,0,0,dellaa01,2019-2020,2020
Thatcher Demko,24,VAN,27,25,13,10,2,78,822,744,.905,3.06,0,4.2,1529,15,.600,5,105,-3.67,0,0,0,0,demkoth01,2019-2020,2020
Michael Dipietro,20,VAN,1,0,0,0,0,1,7,6,.857,7.16,0,0.0,8,0,,0,,,0,0,0,0,dipiemi01,2019-2020,2020
Louis Domingue,27,NJD,16,14,3,8,2,47,399,352,.882,3.79,0,1.1,744,4,.286,5,130,-10.92,0,0,0,0,dominlo01,2019-2020,2020
Louis Domingue,27,VAN,1,1,0,1,0,4,34,30,.882,4.08,0,0.1,59,0,.000,0,,,0,0,0,0,dominlo01,2019-2020,2020
Chris Driedger,25,FLA,12,11,7,2,1,22,354,332,.938,2.05,1,3.1,643,8,.727,0,69,10.01,0,0,0,0,driedch01,2019-2020,2020
Devan Dubnyk,33,MIN,30,28,12,15,2,93,849,756,.890,3.35,1,3.1,1665,9,.321,5,121,-16.23,0,0,0,2,dubnyde01,2019-2020,2020
Brian Elliott,34,PHI,31,27,16,7,4,80,796,716,.899,2.87,2,3.6,1674,14,.519,8,111,-8.02,0,1,1,2,elliobr01,2019-2020,2020
Marc-Andre Fleury,35,VEG,49,48,27,16,5,133,1399,1266,.905,2.77,5,7.2,2880,24,.500,9,105,-6.50,0,0,0,8,fleurma01,2019-2020,2020
Anton Forsberg,27,CAR,3,3,1,1,0,8,78,70,.897,3.35,0,0.3,143,1,.333,0,,,0,0,0,0,forsban01,2019-2020,2020
Pavel Francouz,29,COL,34,30,21,7,4,77,996,919,.923,2.41,1,7.0,1914,17,.567,5,85,13.06,0,0,0,2,francpa01,2019-2020,2020
Alexandar Georgiev,23,NYR,34,32,17,14,2,96,1063,967,.910,3.04,2,6.0,1892,17,.531,5,100,0.12,0,1,1,0,georgal01,2019-2020,2020
John Gibson,26,ANA,51,51,20,26,5,149,1552,1403,.904,3.00,1,7.8,2981,22,.431,10,106,-8.66,0,0,0,6,gibsojo02,2019-2020,2020
Thomas Greiss,34,NYI,31,28,16,9,4,73,838,765,.913,2.74,0,5.0,1596,15,.536,5,96,2.77,0,0,0,2,greisth01,2019-2020,2020
Philipp Grubauer,28,COL,36,36,18,12,4,90,1067,977,.916,2.63,2,6.7,2057,17,.472,4,93,6.48,0,0,0,0,grubaph01,2019-2020,2020
Jaroslav Halak,34,BOS,31,29,18,6,6,73,905,832,.919,2.39,3,6.1,1833,18,.621,3,89,8.83,0,2,2,0,halakja01,2019-2020,2020
Carter Hart,21,PHI,43,40,24,13,3,95,1100,1005,.914,2.42,1,6.7,2356,25,.625,9,96,4.46,0,0,0,0,hartca01,2019-2020,2020
Connor Hellebuyck,26,WPG,58,56,31,21,5,140,1796,1656,.922,2.57,6,12.5,3269,36,.643,6,86,22.40,0,2,2,0,helleco01,2019-2020,2020
Adin Hill,23,ARI,13,9,2,4,3,28,343,315,.918,2.62,0,2.3,641,5,.556,0,90,3.01,0,0,0,2,hillad01,2019-2020,2020
Marcus Hogberg,25,OTT,24,21,5,8,8,70,728,658,.904,3.12,0,3.7,1345,10,.476,3,106,-4.17,0,0,0,0,hogbema01,2019-2020,2020
Braden Holtby,30,WSH,48,47,25,14,6,142,1385,1243,.897,3.11,0,6.0,2743,22,.468,11,113,-16.76,0,1,1,4,holtbbr01,2019-2020,2020
Jimmy Howard,35,DET,27,27,2,23,2,96,817,721,.882,4.20,0,2.2,1372,7,.259,9,130,-22.12,0,0,0,0,howarja02,2019-2020,2020
Michael Hutchinson,29,TOR,15,11,4,9,1,48,421,373,.886,3.66,1,1.3,787,3,.273,0,126,-9.93,0,0,0,0,hutchmi01,2019-2020,2020
Michael Hutchinson,29,COL,1,1,1,0,0,1,18,17,.944,1.00,0,0.2,60,1,1.000,0,,,0,0,0,0,hutchmi01,2019-2020,2020
Carter Hutton,34,BUF,31,30,12,14,4,94,918,824,.898,3.18,2,4.0,1775,14,.467,7,113,-10.99,0,1,1,6,huttoca01,2019-2020,2020
Tristan Jarry,24,PIT,33,31,20,12,1,78,985,907,.921,2.43,3,6.7,1926,19,.613,3,88,11.07,0,0,0,0,jarrytr01,2019-2020,2020
Jonas Johansson,24,BUF,6,5,1,3,1,16,151,135,.894,2.94,0,0.6,327,1,.200,0,,,0,0,0,0,johanjo03,2019-2020,2020
Martin Jones,30,SJS,41,39,17,21,2,118,1139,1021,.896,3.00,2,4.8,2360,15,.385,11,115,-15.01,0,1,1,0,jonesma02,2019-2020,2020
Kaapo Kahkonen,23,MIN,5,5,3,1,1,15,172,157,.913,2.96,0,1.0,304,3,.600,2,,,0,0,0,0,kahkoka01,2019-2020,2020
Kasimir Kaskisuo,26,TOR,1,1,0,1,0,6,38,32,.842,6.00,0,-0.1,60,0,.000,1,,,0,0,0,0,kaskika01,2019-2020,2020
Anton Khudobin,33,DAL,30,26,16,8,4,62,882,820,.930,2.22,0,6.9,1677,19,.731,2,78,17.75,0,3,3,4,khudoan01,2019-2020,2020
Keith Kinkaid,30,MTL,6,5,1,1,3,24,192,168,.875,4.24,0,0.4,340,0,.000,0,,,0,0,0,0,kinkake01,2019-2020,2020
Matiss Kivlenieks,23,CBJ,6,4,1,1,2,14,137,123,.898,2.95,0,0.6,285,2,.500,0,,,0,0,0,0,kivlema01,2019-2020,2020
Joonas Korpisalo,25,CBJ,37,35,19,12,5,92,1030,938,.911,2.60,2,5.9,2126,21,.600,5,99,1.14,0,1,1,0,korpijo01,2019-2020,2020
Mikko Koskinen,31,EDM,38,33,18,13,3,97,1175,1078,.917,2.75,1,7.6,2117,17,.515,5,91,9.25,0,0,0,0,koskimi01,2019-2020,2020
Darcy Kuemper,29,ARI,29,29,16,11,2,65,903,838,.928,2.22,2,6.9,1753,22,.759,2,80,16.65,0,0,0,6,kuempda01,2019-2020,2020
Robin Lehner,28,CHI,33,31,16,10,5,94,1152,1058,.918,3.01,0,7.6,1875,17,.548,4,90,10.17,0,0,0,4,lehnero01,2019-2020,2020
Robin Lehner,28,VEG,3,3,3,0,0,5,83,78,.940,1.67,1,0.7,180,2,.667,0,,,0,0,0,0,lehnero01,2019-2020,2020
Charlie Lindgren,26,MTL,6,6,2,4,0,20,178,158,.888,3.33,0,0.6,361,1,.167,1,,,0,0,0,0,lindgch01,2019-2020,2020
Henrik Lundqvist,37,NYR,30,26,10,12,3,84,883,799,.905,3.16,1,4.5,1597,13,.500,4,105,-4.16,0,1,1,2,lundqhe01,2019-2020,2020
Alex Lyon,27,PHI,3,2,1,1,0,8,73,65,.890,3.55,0,0.3,135,0,.000,0,,,0,0,0,0,lyonal01,2019-2020,2020
Jacob Markstrom,30,VAN,43,43,23,16,4,117,1420,1303,.918,2.75,2,9.2,2552,25,.581,5,91,11.40,0,1,1,4,marksja02,2019-2020,2020
Curtis McElhinney,36,TBL,18,18,8,7,3,52,551,499,.906,2.89,1,2.9,1081,8,.444,2,104,-2.18,0,0,0,0,mcelhcu01,2019-2020,2020
Elvis Merzlikins,25,CBJ,33,31,13,9,8,71,919,848,.923,2.35,5,6.5,1815,17,.548,3,85,12.10,0,0,0,0,merzlel01,2019-2020,2020
Ryan Miller,39,ANA,23,19,9,6,4,64,685,621,.907,3.10,0,3.6,1238,11,.579,2,103,-2.06,0,1,1,0,millery01,2019-2020,2020
Sam Montembeault,23,FLA,14,9,5,5,1,39,356,317,.890,3.34,0,1.3,701,3,.333,2,121,-6.81,0,0,0,0,montesa01,2019-2020,2020
Petr Mrazek,27,CAR,40,38,21,16,2,104,1091,987,.905,2.69,3,5.6,2321,19,.500,7,105,-5.35,0,0,0,4,mrazepe01,2019-2020,2020
Matt Murray,25,PIT,38,38,20,11,5,107,1055,948,.899,2.87,1,4.7,2238,16,.421,8,112,-11.60,0,1,1,2,murrama02,2019-2020,2020
Alex Nedeljkovic,24,CAR,4,3,1,2,1,11,97,86,.887,3.05,0,0.3,216,1,.333,1,,,0,0,0,0,nedelal01,2019-2020,2020
Anders Nilsson,29,OTT,20,19,9,9,2,58,628,570,.908,3.18,0,3.4,1093,11,.579,5,102,-1.21,0,0,0,0,nilssan01,2019-2020,2020
Calvin Petersen,25,LAK,8,8,5,3,0,21,269,248,.922,2.64,0,1.9,477,5,.625,0,,,0,0,0,0,peterca01,2019-2020,2020
Calvin Pickard,27,DET,3,1,0,2,0,15,74,59,.797,5.46,0,-0.5,165,0,.000,1,,,0,0,0,0,pickaca01,2019-2020,2020
Carey Price,32,MTL,58,58,27,25,6,160,1755,1595,.909,2.79,4,9.8,3440,31,.534,11,101,-1.31,0,0,0,6,priceca01,2019-2020,2020
Cayden Primeau,20,MTL,2,2,1,1,0,5,72,67,.931,2.52,0,0.6,119,2,1.000,0,,,0,0,0,0,primeca01,2019-2020,2020
Jonathan Quick,34,LAK,42,42,16,22,4,117,1224,1107,.904,2.79,1,6.2,2516,21,.500,5,106,-6.32,0,1,1,0,quickjo01,2019-2020,2020
Antti Raanta,30,ARI,33,32,15,14,3,80,1014,934,.921,2.63,2,7.0,1823,19,.594,3,87,11.69,0,0,0,2,raantan01,2019-2020,2020
Tuukka Rask,32,BOS,41,41,26,8,6,85,1189,1104,.929,2.12,5,9.1,2402,28,.683,3,79,22.51,0,2,2,0,rasktu01,2019-2020,2020
James Reimer,31,CAR,25,24,14,6,2,61,712,651,.914,2.66,3,4.4,1378,15,.625,6,95,3.38,0,0,0,2,reimeja01,2019-2020,2020
Pekka Rinne,37,NSH,36,35,18,14,4,105,1004,899,.895,3.17,3,4.1,1988,16,.457,11,116,-14.22,1,2,3,0,rinnepe01,2019-2020,2020
David Rittich,27,CGY,48,48,24,17,6,138,1478,1340,.907,2.97,2,7.9,2792,24,.500,7,103,-4.36,0,1,1,6,rittida01,2019-2020,2020
Ilya Samsonov,22,WSH,26,22,16,6,2,60,689,629,.913,2.55,1,4.1,1411,13,.591,2,96,2.30,0,0,0,2,samsoil01,2019-2020,2020
Juuse Saros,24,NSH,40,34,17,12,4,98,1142,1044,.914,2.70,4,7.0,2177,21,.618,3,95,5.26,0,0,0,0,sarosju01,2019-2020,2020
Cory Schneider,33,NJD,13,11,3,6,2,40,355,315,.887,3.53,1,1.2,679,3,.273,3,125,-7.90,0,1,1,0,schneco01,2019-2020,2020
Gilles Senn,23,NJD,2,1,0,1,0,4,41,37,.902,3.42,0,0.2,70,1,1.000,0,,,0,0,0,0,senngi01,2019-2020,2020
Igor Shesterkin,24,NYR,12,12,10,2,0,29,424,395,.932,2.52,0,3.4,692,9,.750,1,76,9.34,0,0,0,0,shestig01,2019-2020,2020
Mike Smith,37,EDM,39,37,19,12,6,106,1087,981,.902,2.95,1,5.3,2157,17,.459,9,108,-7.71,0,2,2,21,smithmi01,2019-2020,2020
Garret Sparks,26,VEG,1,0,0,0,0,2,14,12,.857,4.38,0,0.0,27,0,,0,,,0,0,0,0,sparkga01,2019-2020,2020
Alex Stalock,32,MIN,38,36,20,11,4,97,1082,985,.910,2.67,4,6.2,2177,19,.528,5,99,0.84,0,1,1,4,staloal01,2019-2020,2020
Anthony Stolarz,26,ANA,1,1,0,1,0,2,36,34,.944,2.05,0,0.3,59,1,1.000,0,,,0,0,0,0,stolaan01,2019-2020,2020
Malcolm Subban,26,VEG,20,19,9,7,3,60,546,486,.890,3.18,0,1.9,1133,7,.368,7,122,-10.63,0,0,0,0,subbama01,2019-2020,2020
Malcolm Subban,26,CHI,1,0,0,0,0,0,0,0,,0.00,0,0.0,1,0,,0,,,0,0,0,0,subbama01,2019-2020,2020
Cam Talbot,32,CGY,26,22,12,10,1,63,780,717,.919,2.63,2,5.2,1435,11,.500,2,89,7.53,0,0,0,21,talboca01,2019-2020,2020
Linus Ullmark,26,BUF,34,34,17,14,3,91,1066,975,.915,2.69,1,6.6,2027,19,.559,2,94,5.39,0,0,0,4,ullmali01,2019-2020,2020
Semyon Varlamov,31,NYI,45,39,19,14,6,110,1278,1168,.914,2.62,2,7.8,2517,21,.538,4,95,5.56,0,0,0,0,varlasi01,2019-2020,2020
Andrei Vasilevskiy,25,TBL,52,52,35,14,3,133,1605,1472,.917,2.56,3,10.4,3122,31,.596,7,92,12.13,0,4,4,4,vasilan02,2019-2020,2020
Adam Werner,22,COL,2,1,1,1,0,5,58,53,.914,3.42,0,0.4,88,0,.000,1,,,0,0,0,0,wernead01,2019-2020,2020
Jake Allen,28,STL,46,45,19,17,8,121,1277,1156,.905,2.83,3,6.5,2568,25,.556,11,105,-5.90,0,0,0,0,allenja01,2018-2019,2019
Frederik Andersen,29,TOR,60,60,36,16,7,162,1958,1796,.917,2.77,1,12.5,3510,38,.633,7,92,14.48,0,1,1,2,anderfr01,2018-2019,2019
Craig Anderson,37,OTT,50,47,17,27,4,163,1676,1513,.903,3.51,2,8.1,2785,19,.404,8,108,-11.94,0,2,2,0,andercr01,2018-2019,2019
Richard Bachman,31,VAN,1,1,0,1,0,6,29,23,.793,6.00,0,-0.2,60,0,.000,1,,,0,0,0,0,bachmri01,2018-2019,2019
Jonathan Bernier,30,DET,35,30,9,18,5,98,1025,927,.904,3.16,1,5.1,1860,13,.433,5,106,-5.61,0,0,0,0,bernijo01,2018-2019,2019
Jordan Binnington,25,STL,32,30,24,5,1,59,807,748,.927,1.89,5,6.0,1876,20,.667,1,81,13.74,0,0,0,0,binnijo01,2018-2019,2019
Ben Bishop,32,DAL,46,45,27,15,2,87,1323,1236,.934,1.98,7,10.8,2637,31,.689,1,73,32.24,0,2,2,2,bishobe01,2018-2019,2019
Mackenzie Blackwood,22,NJD,23,21,10,10,0,55,669,614,.918,2.61,2,4.3,1264,14,.667,4,91,5.30,0,0,0,0,blackma01,2018-2019,2019
Sergei Bobrovsky,30,CBJ,62,61,37,24,1,153,1756,1603,.913,2.58,9,10.4,3557,31,.508,13,97,5.27,0,0,0,2,bobrose01,2018-2019,2019
Landon Bow,23,DAL,2,0,0,0,0,1,19,18,.947,1.03,0,0.2,58,0,,0,,,0,0,0,0,bowla01,2018-2019,2019
Kevin Boyle,26,ANA,5,4,1,3,0,10,139,129,.928,2.17,1,1.0,277,2,.500,0,,,0,0,0,0,boyleke01,2018-2019,2019
Laurent Brossoit,25,WPG,21,19,13,6,2,49,652,603,.925,2.52,1,4.7,1165,12,.632,2,83,9.77,0,0,0,0,brossla01,2018-2019,2019
Peter Budaj,36,LAK,3,1,0,1,0,6,33,27,.818,5.02,0,-0.1,72,0,.000,1,,,0,0,0,0,budajpe01,2018-2019,2019
Jack Campbell,27,LAK,31,25,10,14,1,61,845,784,.928,2.30,2,6.3,1593,16,.640,3,80,15.16,0,1,1,0,campbja01,2018-2019,2019
Eric Comrie,23,WPG,1,1,0,1,0,5,28,23,.821,5.01,0,-0.1,60,0,.000,1,,,0,0,0,0,comrier01,2018-2019,2019
Mike Condon,28,OTT,2,2,0,2,0,8,40,32,.800,6.38,0,-0.2,75,0,.000,2,,,0,0,0,0,condomi01,2018-2019,2019
Pheonix Copley,27,WSH,27,24,16,7,3,74,776,702,.905,2.90,1,3.9,1529,14,.583,4,106,-4.06,0,1,1,0,copleph01,2018-2019,2019
Corey Crawford,34,CHI,39,39,14,18,5,108,1176,1068,.908,2.93,2,6.3,2213,17,.436,5,102,-2.00,0,4,4,0,crawfco01,2018-2019,2019
Joey Daccord,22,OTT,1,1,0,1,0,5,40,35,.875,5.00,0,0.1,60,0,.000,0,,,0,0,0,0,daccojo01,2018-2019,2019
Scott Darling,30,CAR,8,8,2,4,2,27,233,206,.884,3.34,0,0.7,486,2,.250,3,,,0,0,0,0,darlisc01,2018-2019,2019
Collin Delia,24,CHI,16,14,6,4,3,50,545,495,.908,3.61,0,2.9,831,6,.429,2,102,-0.88,0,0,0,0,deliaco01,2018-2019,2019
Aaron Dell,29,SJS,25,20,10,8,4,70,613,543,.886,3.17,2,1.9,1323,6,.300,6,127,-14.75,0,0,0,0,dellaa01,2018-2019,2019
Thatcher Demko,23,VAN,9,8,4,3,1,25,288,263,.913,2.81,0,1.7,534,6,.750,2,,,0,1,1,0,demkoth01,2018-2019,2019
Casey DeSmith,27,PIT,36,30,15,11,5,89,1060,971,.916,2.75,3,6.6,1944,18,.600,2,93,6.54,0,0,0,2,desmica01,2018-2019,2019
Michael Dipietro,19,VAN,1,1,0,1,0,7,24,17,.708,7.00,0,-0.4,60,0,.000,1,,,0,0,0,0,dipiemi01,2018-2019,2019
Louis Domingue,26,TBL,26,26,21,5,0,75,812,737,.908,2.88,0,4.3,1561,14,.538,2,102,-1.81,0,1,1,4,dominlo01,2018-2019,2019
Devan Dubnyk,32,MIN,67,66,31,28,6,163,1877,1714,.913,2.54,2,11.1,3855,38,.576,13,96,6.18,0,2,2,2,dubnyde01,2018-2019,2019
Brian Elliott,33,PHI,26,23,11,11,1,69,741,672,.907,2.96,1,3.9,1397,12,.522,4,103,-2.21,0,1,1,2,elliobr01,2018-2019,2019
Marc-Andre Fleury,34,VEG,61,61,35,21,5,152,1745,1593,.913,2.51,8,10.3,3635,34,.557,7,97,5.28,0,2,2,4,fleurma01,2018-2019,2019
Pavel Francouz,28,COL,2,0,0,2,0,2,35,33,.943,1.96,0,0.3,61,0,,0,,,0,0,0,0,francpa01,2018-2019,2019
Kaden Fulcher,20,DET,1,0,0,0,0,2,11,9,.818,4.41,0,0.0,27,0,,0,,,0,0,0,0,fulchka01,2018-2019,2019
Alexandar Georgiev,22,NYR,33,30,14,13,4,91,1057,966,.914,2.91,2,6.3,1874,15,.500,3,96,4.27,0,2,2,2,georgal01,2018-2019,2019
Christopher Gibson,26,NYI,2,0,0,0,0,1,17,16,.941,1.50,0,0.2,40,0,,0,,,0,0,0,0,gibsoch01,2018-2019,2019
John Gibson,25,ANA,58,57,26,22,8,153,1838,1685,.917,2.84,2,11.6,3233,34,.596,8,92,12.66,0,0,0,2,gibsojo02,2018-2019,2019
Thomas Greiss,33,NYI,43,39,23,14,2,87,1185,1098,.927,2.28,5,8.7,2294,25,.641,7,81,19.81,0,1,1,4,greisth01,2018-2019,2019
Philipp Grubauer,27,COL,37,33,18,9,5,89,1071,982,.917,2.64,3,6.8,2021,20,.606,5,92,7.53,0,0,0,0,grubaph01,2018-2019,2019
Jaroslav Halak,33,BOS,40,37,22,11,4,90,1158,1068,.922,2.34,5,8.0,2308,22,.595,4,86,14.37,0,4,4,0,halakja01,2018-2019,2019
Carter Hart,20,PHI,31,30,16,13,1,81,976,895,.917,2.83,0,6.2,1717,14,.467,4,92,6.97,0,0,0,0,hartca01,2018-2019,2019
Connor Hellebuyck,25,WPG,63,62,34,23,3,179,2051,1872,.913,2.90,2,12.1,3704,28,.452,6,97,5.86,0,3,3,4,helleco01,2018-2019,2019
Adin Hill,22,ARI,13,11,7,5,0,32,322,290,.901,2.76,1,1.5,696,4,.364,1,,,0,0,0,0,hillad01,2018-2019,2019
Marcus Hogberg,24,OTT,4,4,0,2,1,14,121,107,.884,4.09,0,0.3,206,1,.250,1,,,0,0,0,0,hogbema01,2018-2019,2019
Braden Holtby,29,WSH,59,58,32,19,5,160,1795,1635,.911,2.82,3,10.2,3407,33,.569,9,99,1.79,0,2,2,2,holtbbr01,2018-2019,2019
Jimmy Howard,34,DET,55,52,23,22,5,156,1709,1553,.909,3.07,0,9.3,3053,30,.577,6,101,-1.96,0,1,1,2,howarja02,2018-2019,2019
Michael Hutchinson,28,TOR,5,5,2,3,0,13,152,139,.914,2.64,1,0.9,295,2,.400,0,,,0,0,0,0,hutchmi01,2018-2019,2019
Michael Hutchinson,28,FLA,4,3,1,1,2,14,87,73,.839,4.17,0,-0.2,201,0,.000,2,,,0,0,0,0,hutchmi01,2018-2019,2019
Carter Hutton,33,BUF,50,48,18,25,5,142,1541,1399,.908,3.00,0,8.3,2840,25,.521,5,102,-3.11,0,1,1,2,huttoca01,2018-2019,2019
Tristan Jarry,23,PIT,2,2,0,1,1,7,62,55,.887,3.50,0,0.2,120,1,.500,1,,,0,0,0,0,jarrytr01,2018-2019,2019
Chad Johnson,32,STL,10,7,2,6,0,29,250,221,.884,3.55,1,0.7,491,2,.286,2,,,0,0,0,0,johnsch02,2018-2019,2019
Chad Johnson,32,ANA,9,4,0,5,0,20,156,136,.872,3.75,0,0.2,320,1,.250,1,,,0,0,0,0,johnsch02,2018-2019,2019
Martin Jones,29,SJS,62,62,36,19,5,176,1699,1523,.896,2.94,3,7.0,3597,27,.435,14,115,-22.87,0,1,1,2,jonesma02,2018-2019,2019
Anton Khudobin,32,DAL,41,37,16,17,5,95,1232,1137,.923,2.57,2,8.6,2220,23,.622,3,86,16.04,0,0,0,2,khudoan01,2018-2019,2019
Keith Kinkaid,29,NJD,41,38,15,18,6,129,1188,1059,.891,3.36,3,4.3,2302,15,.395,11,120,-21.92,0,0,0,0,kinkake01,2018-2019,2019
Joonas Korpisalo,24,CBJ,27,21,10,7,3,67,651,584,.897,2.95,0,2.7,1361,8,.381,4,114,-8.32,0,0,0,0,korpijo01,2018-2019,2019
Mikko Koskinen,30,EDM,55,51,25,21,6,146,1551,1405,.906,2.93,4,8.0,2992,24,.471,8,104,-6.21,0,2,2,2,koskimi01,2018-2019,2019
Darcy Kuemper,28,ARI,55,55,27,20,8,126,1676,1550,.925,2.33,5,12.0,3251,36,.655,6,83,25.06,0,2,2,14,kuempda01,2018-2019,2019
Maxime Lagace,26,VEG,1,1,0,1,0,4,31,27,.871,4.03,0,0.0,60,0,.000,0,,,0,0,0,0,lagacma01,2018-2019,2019
Robin Lehner,27,NYI,46,43,25,13,5,93,1323,1230,.930,2.13,6,10.2,2616,26,.605,4,78,26.24,0,1,1,0,lehnero01,2018-2019,2019
Charlie Lindgren,25,MTL,1,1,1,0,0,5,49,44,.898,4.62,0,0.2,65,0,.000,0,,,0,0,0,0,lindgch01,2018-2019,2019
Henrik Lundqvist,36,NYR,52,52,18,23,10,158,1699,1541,.907,3.07,0,9.0,3089,30,.577,7,103,-4.87,0,3,3,0,lundqhe01,2018-2019,2019
Roberto Luongo,39,FLA,43,40,18,16,5,122,1205,1083,.899,3.12,1,5.3,2347,20,.500,7,112,-13.39,0,1,1,0,luongro01,2018-2019,2019
Alex Lyon,26,PHI,2,1,0,1,0,6,31,25,.806,5.08,0,-0.2,71,0,.000,1,,,0,0,0,0,lyonal01,2018-2019,2019
Jacob Markstrom,29,VAN,60,60,28,23,9,166,1896,1730,.912,2.77,1,11.1,3599,34,.567,7,97,4.89,0,3,3,2,marksja02,2018-2019,2019
Curtis McElhinney,35,CAR,33,33,20,11,2,85,968,883,.912,2.58,2,5.6,1978,17,.515,6,97,2.25,0,0,0,0,mcelhcu01,2018-2019,2019
Mike McKenna,35,OTT,10,6,1,4,1,30,292,262,.897,3.96,0,1.2,454,3,.500,0,,,0,0,0,0,mckenmi01,2018-2019,2019
Mike McKenna,35,PHI,1,1,0,1,0,4,24,20,.833,4.22,0,-0.1,57,0,.000,1,,,0,0,0,0,mckenmi01,2018-2019,2019
Ryan Miller,38,ANA,20,17,8,7,2,51,578,527,.912,2.76,1,3.3,1109,10,.588,2,98,1.10,0,0,0,0,millery01,2018-2019,2019
Hunter Miska,23,ARI,1,0,0,0,0,1,9,8,.889,3.28,0,0.0,18,0,,0,,,0,0,0,0,miskahu01,2018-2019,2019
Sam Montembeault,22,FLA,11,10,4,3,2,30,282,252,.894,3.04,0,1.1,591,5,.500,3,,,0,1,1,0,montesa01,2018-2019,2019
Petr Mrazek,26,CAR,40,40,23,14,3,95,1104,1009,.914,2.39,4,6.6,2387,23,.575,4,95,4.51,0,1,1,6,mrazepe01,2018-2019,2019
Matt Murray,24,PIT,50,50,29,14,6,129,1594,1465,.919,2.69,4,10.4,2880,29,.580,10,90,14.67,0,0,0,4,murrama02,2018-2019,2019
Alex Nedeljkovic,23,CAR,1,1,1,0,0,2,26,24,.923,2.00,0,0.2,60,1,1.000,0,,,0,0,0,0,nedelal01,2018-2019,2019
Michal Neuvirth,30,PHI,7,6,1,4,1,26,184,158,.859,4.27,0,0.0,366,1,.167,4,,,0,0,0,0,neuvimi01,2018-2019,2019
Antti Niemi,35,MTL,17,17,8,6,2,61,539,478,.887,3.78,0,1.7,969,4,.235,5,126,-12.42,0,1,1,0,niemian02,2018-2019,2019
Anders Nilsson,28,OTT,24,22,11,11,0,64,745,681,.914,2.90,2,4.5,1322,10,.455,4,95,3.15,0,1,1,0,nilssan01,2018-2019,2019
Anders Nilsson,28,VAN,12,12,3,8,1,37,353,316,.895,3.09,0,1.4,718,4,.333,2,116,-5.18,0,0,0,0,nilssan01,2018-2019,2019
Eddie Pasquale,28,TBL,3,3,2,1,0,12,102,90,.882,3.96,0,0.3,182,1,.333,1,,,0,0,0,0,pasqued01,2018-2019,2019
Calvin Petersen,24,LAK,11,10,5,4,1,27,355,328,.924,2.61,1,2.5,622,6,.600,1,84,5.00,0,0,0,0,peterca01,2018-2019,2019
